2025-09-19 11:08:51,562 - Trainer_Run_0 - INFO - Starting run 1
2025-09-19 11:08:51,562 - Trainer_Run_0 - INFO - Using device: cuda:0
2025-09-19 11:08:51,562 - Trainer_Run_0 - INFO - K neighbors for KNN: 5
2025-09-19 11:08:51,565 - Trainer_Run_0 - INFO - Loaded .mat file: ./data_preprocess/data/mammography.mat
2025-09-19 11:08:54,337 - Trainer_Run_0 - INFO - Epoch 36/200 - Total Loss: 0.0021, Reconstruction Loss: 0.0021
2025-09-19 11:08:54,382 - Trainer_Run_0 - INFO - Epoch 37/200 - Total Loss: 0.0022, Reconstruction Loss: 0.0022
2025-09-19 11:08:54,428 - Trainer_Run_0 - INFO - Epoch 38/200 - Total Loss: 0.0021, Reconstruction Loss: 0.0021
2025-09-19 11:08:54,473 - Trainer_Run_0 - INFO - Epoch 39/200 - Total Loss: 0.0022, Reconstruction Loss: 0.0022
2025-09-19 11:08:54,518 - Trainer_Run_0 - INFO - Epoch 40/200 - Total Loss: 0.0020, Reconstruction Loss: 0.0020
2025-09-19 11:08:54,564 - Trainer_Run_0 - INFO - Epoch 41/200 - Total Loss: 0.0019, Reconstruction Loss: 0.0019
2025-09-19 11:08:54,609 - Trainer_Run_0 - INFO - Epoch 42/200 - Total Loss: 0.0019, Reconstruction Loss: 0.0019
2025-09-19 11:08:54,654 - Trainer_Run_0 - INFO - Epoch 43/200 - Total Loss: 0.0018, Reconstruction Loss: 0.0018
2025-09-19 11:08:54,700 - Trainer_Run_0 - INFO - Epoch 44/200 - Total Loss: 0.0018, Reconstruction Loss: 0.0018
2025-09-19 11:08:54,745 - Trainer_Run_0 - INFO - Epoch 45/200 - Total Loss: 0.0018, Reconstruction Loss: 0.0018
2025-09-19 11:08:54,791 - Trainer_Run_0 - INFO - Epoch 46/200 - Total Loss: 0.0017, Reconstruction Loss: 0.0017
2025-09-19 11:08:54,836 - Trainer_Run_0 - INFO - Epoch 47/200 - Total Loss: 0.0017, Reconstruction Loss: 0.0017
2025-09-19 11:08:54,886 - Trainer_Run_0 - INFO - Epoch 48/200 - Total Loss: 0.0016, Reconstruction Loss: 0.0016
2025-09-19 11:08:55,027 - Trainer_Run_0 - INFO - Epoch 49/200 - Total Loss: 0.0016, Reconstruction Loss: 0.0016
2025-09-19 11:08:55,083 - Trainer_Run_0 - INFO - Epoch 50/200 - Total Loss: 0.0017, Reconstruction Loss: 0.0017
2025-09-19 11:08:55,129 - Trainer_Run_0 - INFO - Epoch 51/200 - Total Loss: 0.0016, Reconstruction Loss: 0.0016
2025-09-19 11:08:55,175 - Trainer_Run_0 - INFO - Epoch 52/200 - Total Loss: 0.0016, Reconstruction Loss: 0.0016
2025-09-19 11:08:55,220 - Trainer_Run_0 - INFO - Epoch 53/200 - Total Loss: 0.0016, Reconstruction Loss: 0.0016
2025-09-19 11:08:55,266 - Trainer_Run_0 - INFO - Epoch 54/200 - Total Loss: 0.0015, Reconstruction Loss: 0.0015
2025-09-19 11:08:55,311 - Trainer_Run_0 - INFO - Epoch 55/200 - Total Loss: 0.0015, Reconstruction Loss: 0.0015
2025-09-19 11:08:55,356 - Trainer_Run_0 - INFO - Epoch 56/200 - Total Loss: 0.0014, Reconstruction Loss: 0.0014
2025-09-19 11:08:55,401 - Trainer_Run_0 - INFO - Epoch 57/200 - Total Loss: 0.0014, Reconstruction Loss: 0.0014
2025-09-19 11:08:55,446 - Trainer_Run_0 - INFO - Epoch 58/200 - Total Loss: 0.0014, Reconstruction Loss: 0.0014
2025-09-19 11:08:55,491 - Trainer_Run_0 - INFO - Epoch 59/200 - Total Loss: 0.0014, Reconstruction Loss: 0.0014
2025-09-19 11:08:55,537 - Trainer_Run_0 - INFO - Epoch 60/200 - Total Loss: 0.0013, Reconstruction Loss: 0.0013
2025-09-19 11:08:55,582 - Trainer_Run_0 - INFO - Epoch 61/200 - Total Loss: 0.0013, Reconstruction Loss: 0.0013
2025-09-19 11:08:55,627 - Trainer_Run_0 - INFO - Epoch 62/200 - Total Loss: 0.0014, Reconstruction Loss: 0.0014
2025-09-19 11:08:55,674 - Trainer_Run_0 - INFO - Epoch 63/200 - Total Loss: 0.0013, Reconstruction Loss: 0.0013
2025-09-19 11:08:55,719 - Trainer_Run_0 - INFO - Epoch 64/200 - Total Loss: 0.0012, Reconstruction Loss: 0.0012
2025-09-19 11:08:55,764 - Trainer_Run_0 - INFO - Epoch 65/200 - Total Loss: 0.0013, Reconstruction Loss: 0.0013
2025-09-19 11:08:55,809 - Trainer_Run_0 - INFO - Epoch 66/200 - Total Loss: 0.0012, Reconstruction Loss: 0.0012
2025-09-19 11:08:55,854 - Trainer_Run_0 - INFO - Epoch 67/200 - Total Loss: 0.0012, Reconstruction Loss: 0.0012
2025-09-19 11:08:55,899 - Trainer_Run_0 - INFO - Epoch 68/200 - Total Loss: 0.0013, Reconstruction Loss: 0.0013
2025-09-19 11:08:55,944 - Trainer_Run_0 - INFO - Epoch 69/200 - Total Loss: 0.0012, Reconstruction Loss: 0.0012
2025-09-19 11:08:55,989 - Trainer_Run_0 - INFO - Epoch 70/200 - Total Loss: 0.0013, Reconstruction Loss: 0.0013
2025-09-19 11:08:56,034 - Trainer_Run_0 - INFO - Epoch 71/200 - Total Loss: 0.0012, Reconstruction Loss: 0.0012
2025-09-19 11:08:56,079 - Trainer_Run_0 - INFO - Epoch 72/200 - Total Loss: 0.0011, Reconstruction Loss: 0.0011
2025-09-19 11:08:56,124 - Trainer_Run_0 - INFO - Epoch 73/200 - Total Loss: 0.0011, Reconstruction Loss: 0.0011
2025-09-19 11:08:56,169 - Trainer_Run_0 - INFO - Epoch 74/200 - Total Loss: 0.0011, Reconstruction Loss: 0.0011
2025-09-19 11:08:56,214 - Trainer_Run_0 - INFO - Epoch 75/200 - Total Loss: 0.0011, Reconstruction Loss: 0.0011
2025-09-19 11:08:56,259 - Trainer_Run_0 - INFO - Epoch 76/200 - Total Loss: 0.0011, Reconstruction Loss: 0.0011
2025-09-19 11:08:56,304 - Trainer_Run_0 - INFO - Epoch 77/200 - Total Loss: 0.0011, Reconstruction Loss: 0.0011
2025-09-19 11:08:56,349 - Trainer_Run_0 - INFO - Epoch 78/200 - Total Loss: 0.0011, Reconstruction Loss: 0.0011
2025-09-19 11:08:56,394 - Trainer_Run_0 - INFO - Epoch 79/200 - Total Loss: 0.0011, Reconstruction Loss: 0.0011
2025-09-19 11:08:56,441 - Trainer_Run_0 - INFO - Epoch 80/200 - Total Loss: 0.0011, Reconstruction Loss: 0.0011
2025-09-19 11:08:56,486 - Trainer_Run_0 - INFO - Epoch 81/200 - Total Loss: 0.0011, Reconstruction Loss: 0.0011
2025-09-19 11:08:56,531 - Trainer_Run_0 - INFO - Epoch 82/200 - Total Loss: 0.0011, Reconstruction Loss: 0.0011
2025-09-19 11:08:56,576 - Trainer_Run_0 - INFO - Epoch 83/200 - Total Loss: 0.0011, Reconstruction Loss: 0.0011
2025-09-19 11:08:56,621 - Trainer_Run_0 - INFO - Epoch 84/200 - Total Loss: 0.0010, Reconstruction Loss: 0.0010
2025-09-19 11:08:56,666 - Trainer_Run_0 - INFO - Epoch 85/200 - Total Loss: 0.0010, Reconstruction Loss: 0.0010
2025-09-19 11:08:56,710 - Trainer_Run_0 - INFO - Epoch 86/200 - Total Loss: 0.0011, Reconstruction Loss: 0.0011
2025-09-19 11:08:56,755 - Trainer_Run_0 - INFO - Epoch 87/200 - Total Loss: 0.0011, Reconstruction Loss: 0.0011
2025-09-19 11:08:56,800 - Trainer_Run_0 - INFO - Epoch 88/200 - Total Loss: 0.0010, Reconstruction Loss: 0.0010
2025-09-19 11:08:56,845 - Trainer_Run_0 - INFO - Epoch 89/200 - Total Loss: 0.0010, Reconstruction Loss: 0.0010
2025-09-19 11:08:56,890 - Trainer_Run_0 - INFO - Epoch 90/200 - Total Loss: 0.0010, Reconstruction Loss: 0.0010
2025-09-19 11:08:56,935 - Trainer_Run_0 - INFO - Epoch 91/200 - Total Loss: 0.0011, Reconstruction Loss: 0.0011
2025-09-19 11:08:56,980 - Trainer_Run_0 - INFO - Epoch 92/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:08:57,110 - Trainer_Run_0 - INFO - Epoch 93/200 - Total Loss: 0.0010, Reconstruction Loss: 0.0010
2025-09-19 11:08:57,155 - Trainer_Run_0 - INFO - Epoch 94/200 - Total Loss: 0.0010, Reconstruction Loss: 0.0010
2025-09-19 11:08:57,201 - Trainer_Run_0 - INFO - Epoch 95/200 - Total Loss: 0.0010, Reconstruction Loss: 0.0010
2025-09-19 11:08:57,245 - Trainer_Run_0 - INFO - Epoch 96/200 - Total Loss: 0.0010, Reconstruction Loss: 0.0010
2025-09-19 11:08:57,290 - Trainer_Run_0 - INFO - Epoch 97/200 - Total Loss: 0.0010, Reconstruction Loss: 0.0010
2025-09-19 11:08:57,335 - Trainer_Run_0 - INFO - Epoch 98/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:08:57,380 - Trainer_Run_0 - INFO - Epoch 99/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:08:57,425 - Trainer_Run_0 - INFO - Epoch 100/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:08:57,470 - Trainer_Run_0 - INFO - Epoch 101/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:08:57,514 - Trainer_Run_0 - INFO - Epoch 102/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:08:57,559 - Trainer_Run_0 - INFO - Epoch 103/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:08:57,604 - Trainer_Run_0 - INFO - Epoch 104/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:08:57,649 - Trainer_Run_0 - INFO - Epoch 105/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:08:57,693 - Trainer_Run_0 - INFO - Epoch 106/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:08:57,738 - Trainer_Run_0 - INFO - Epoch 107/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:08:57,783 - Trainer_Run_0 - INFO - Epoch 108/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:08:57,827 - Trainer_Run_0 - INFO - Epoch 109/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:08:57,872 - Trainer_Run_0 - INFO - Epoch 110/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:08:57,917 - Trainer_Run_0 - INFO - Epoch 111/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:57,962 - Trainer_Run_0 - INFO - Epoch 112/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:08:58,009 - Trainer_Run_0 - INFO - Epoch 113/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:58,053 - Trainer_Run_0 - INFO - Epoch 114/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:08:58,098 - Trainer_Run_0 - INFO - Epoch 115/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:08:58,143 - Trainer_Run_0 - INFO - Epoch 116/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:08:58,188 - Trainer_Run_0 - INFO - Epoch 117/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:58,233 - Trainer_Run_0 - INFO - Epoch 118/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:08:58,277 - Trainer_Run_0 - INFO - Epoch 119/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:08:58,322 - Trainer_Run_0 - INFO - Epoch 120/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:58,367 - Trainer_Run_0 - INFO - Epoch 121/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:08:58,412 - Trainer_Run_0 - INFO - Epoch 122/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:58,456 - Trainer_Run_0 - INFO - Epoch 123/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:58,502 - Trainer_Run_0 - INFO - Epoch 124/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:58,546 - Trainer_Run_0 - INFO - Epoch 125/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:58,591 - Trainer_Run_0 - INFO - Epoch 126/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:58,636 - Trainer_Run_0 - INFO - Epoch 127/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:58,680 - Trainer_Run_0 - INFO - Epoch 128/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:58,725 - Trainer_Run_0 - INFO - Epoch 129/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:58,773 - Trainer_Run_0 - INFO - Epoch 130/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:58,817 - Trainer_Run_0 - INFO - Epoch 131/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:58,862 - Trainer_Run_0 - INFO - Epoch 132/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:58,907 - Trainer_Run_0 - INFO - Epoch 133/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:08:58,951 - Trainer_Run_0 - INFO - Epoch 134/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:58,996 - Trainer_Run_0 - INFO - Epoch 135/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:08:59,124 - Trainer_Run_0 - INFO - Epoch 136/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:59,169 - Trainer_Run_0 - INFO - Epoch 137/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:59,214 - Trainer_Run_0 - INFO - Epoch 138/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:59,259 - Trainer_Run_0 - INFO - Epoch 139/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:59,304 - Trainer_Run_0 - INFO - Epoch 140/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:59,348 - Trainer_Run_0 - INFO - Epoch 141/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:59,393 - Trainer_Run_0 - INFO - Epoch 142/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:59,438 - Trainer_Run_0 - INFO - Epoch 143/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:08:59,483 - Trainer_Run_0 - INFO - Epoch 144/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:59,530 - Trainer_Run_0 - INFO - Epoch 145/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:59,575 - Trainer_Run_0 - INFO - Epoch 146/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:08:59,620 - Trainer_Run_0 - INFO - Epoch 147/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:59,665 - Trainer_Run_0 - INFO - Epoch 148/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:59,709 - Trainer_Run_0 - INFO - Epoch 149/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:59,754 - Trainer_Run_0 - INFO - Epoch 150/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:59,799 - Trainer_Run_0 - INFO - Epoch 151/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:59,844 - Trainer_Run_0 - INFO - Epoch 152/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:08:59,888 - Trainer_Run_0 - INFO - Epoch 153/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:08:59,933 - Trainer_Run_0 - INFO - Epoch 154/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:08:59,978 - Trainer_Run_0 - INFO - Epoch 155/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:00,023 - Trainer_Run_0 - INFO - Epoch 156/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:09:00,068 - Trainer_Run_0 - INFO - Epoch 157/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:09:00,113 - Trainer_Run_0 - INFO - Epoch 158/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:00,158 - Trainer_Run_0 - INFO - Epoch 159/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:09:00,203 - Trainer_Run_0 - INFO - Epoch 160/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:00,248 - Trainer_Run_0 - INFO - Epoch 161/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:00,296 - Trainer_Run_0 - INFO - Epoch 162/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:09:00,341 - Trainer_Run_0 - INFO - Epoch 163/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:00,386 - Trainer_Run_0 - INFO - Epoch 164/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:00,431 - Trainer_Run_0 - INFO - Epoch 165/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:00,476 - Trainer_Run_0 - INFO - Epoch 166/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:00,521 - Trainer_Run_0 - INFO - Epoch 167/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:09:00,566 - Trainer_Run_0 - INFO - Epoch 168/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:00,611 - Trainer_Run_0 - INFO - Epoch 169/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:09:00,656 - Trainer_Run_0 - INFO - Epoch 170/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:09:00,701 - Trainer_Run_0 - INFO - Epoch 171/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:00,746 - Trainer_Run_0 - INFO - Epoch 172/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:00,791 - Trainer_Run_0 - INFO - Epoch 173/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:00,836 - Trainer_Run_0 - INFO - Epoch 174/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:00,881 - Trainer_Run_0 - INFO - Epoch 175/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:00,925 - Trainer_Run_0 - INFO - Epoch 176/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:00,970 - Trainer_Run_0 - INFO - Epoch 177/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:01,017 - Trainer_Run_0 - INFO - Epoch 178/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:01,061 - Trainer_Run_0 - INFO - Epoch 179/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:01,190 - Trainer_Run_0 - INFO - Epoch 180/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:01,235 - Trainer_Run_0 - INFO - Epoch 181/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:09:01,280 - Trainer_Run_0 - INFO - Epoch 182/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:01,325 - Trainer_Run_0 - INFO - Epoch 183/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:01,369 - Trainer_Run_0 - INFO - Epoch 184/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:01,414 - Trainer_Run_0 - INFO - Epoch 185/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:01,459 - Trainer_Run_0 - INFO - Epoch 186/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:01,504 - Trainer_Run_0 - INFO - Epoch 187/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:01,549 - Trainer_Run_0 - INFO - Epoch 188/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:01,594 - Trainer_Run_0 - INFO - Epoch 189/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:01,639 - Trainer_Run_0 - INFO - Epoch 190/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:01,683 - Trainer_Run_0 - INFO - Epoch 191/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:01,728 - Trainer_Run_0 - INFO - Epoch 192/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:01,773 - Trainer_Run_0 - INFO - Epoch 193/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:09:01,820 - Trainer_Run_0 - INFO - Epoch 194/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
