2025-09-19 11:40:41,171 - Trainer_Run_0 - INFO - Starting run 1
2025-09-19 11:40:41,171 - Trainer_Run_0 - INFO - Using device: cuda:0
2025-09-19 11:40:41,171 - Trainer_Run_0 - INFO - K neighbors for KNN: 5
2025-09-19 11:40:41,175 - Trainer_Run_0 - INFO - Loaded .mat file: ./data_preprocess/data/shuttle.mat
2025-09-19 11:40:45,359 - Trainer_Run_0 - INFO - Epoch 16/200 - Total Loss: 0.0019, Reconstruction Loss: 0.0019
2025-09-19 11:40:45,545 - Trainer_Run_0 - INFO - Epoch 17/200 - Total Loss: 0.0018, Reconstruction Loss: 0.0018
2025-09-19 11:40:45,730 - Trainer_Run_0 - INFO - Epoch 18/200 - Total Loss: 0.0017, Reconstruction Loss: 0.0017
2025-09-19 11:40:45,916 - Trainer_Run_0 - INFO - Epoch 19/200 - Total Loss: 0.0017, Reconstruction Loss: 0.0017
2025-09-19 11:40:46,102 - Trainer_Run_0 - INFO - Epoch 20/200 - Total Loss: 0.0015, Reconstruction Loss: 0.0015
2025-09-19 11:40:46,289 - Trainer_Run_0 - INFO - Epoch 21/200 - Total Loss: 0.0014, Reconstruction Loss: 0.0014
2025-09-19 11:40:46,555 - Trainer_Run_0 - INFO - Epoch 22/200 - Total Loss: 0.0014, Reconstruction Loss: 0.0014
2025-09-19 11:40:46,741 - Trainer_Run_0 - INFO - Epoch 23/200 - Total Loss: 0.0013, Reconstruction Loss: 0.0013
2025-09-19 11:40:46,925 - Trainer_Run_0 - INFO - Epoch 24/200 - Total Loss: 0.0012, Reconstruction Loss: 0.0012
2025-09-19 11:40:47,110 - Trainer_Run_0 - INFO - Epoch 25/200 - Total Loss: 0.0011, Reconstruction Loss: 0.0011
2025-09-19 11:40:47,295 - Trainer_Run_0 - INFO - Epoch 26/200 - Total Loss: 0.0012, Reconstruction Loss: 0.0012
2025-09-19 11:40:47,479 - Trainer_Run_0 - INFO - Epoch 27/200 - Total Loss: 0.0011, Reconstruction Loss: 0.0011
2025-09-19 11:40:47,664 - Trainer_Run_0 - INFO - Epoch 28/200 - Total Loss: 0.0011, Reconstruction Loss: 0.0011
2025-09-19 11:40:47,848 - Trainer_Run_0 - INFO - Epoch 29/200 - Total Loss: 0.0011, Reconstruction Loss: 0.0011
2025-09-19 11:40:48,033 - Trainer_Run_0 - INFO - Epoch 30/200 - Total Loss: 0.0010, Reconstruction Loss: 0.0010
2025-09-19 11:40:48,218 - Trainer_Run_0 - INFO - Epoch 31/200 - Total Loss: 0.0011, Reconstruction Loss: 0.0011
2025-09-19 11:40:48,481 - Trainer_Run_0 - INFO - Epoch 32/200 - Total Loss: 0.0010, Reconstruction Loss: 0.0010
2025-09-19 11:40:48,667 - Trainer_Run_0 - INFO - Epoch 33/200 - Total Loss: 0.0010, Reconstruction Loss: 0.0010
2025-09-19 11:40:48,852 - Trainer_Run_0 - INFO - Epoch 34/200 - Total Loss: 0.0010, Reconstruction Loss: 0.0010
2025-09-19 11:40:49,036 - Trainer_Run_0 - INFO - Epoch 35/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:40:49,221 - Trainer_Run_0 - INFO - Epoch 36/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:40:49,407 - Trainer_Run_0 - INFO - Epoch 37/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:40:49,592 - Trainer_Run_0 - INFO - Epoch 38/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:40:49,777 - Trainer_Run_0 - INFO - Epoch 39/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:40:49,962 - Trainer_Run_0 - INFO - Epoch 40/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:40:50,148 - Trainer_Run_0 - INFO - Epoch 41/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:40:50,413 - Trainer_Run_0 - INFO - Epoch 42/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:40:50,599 - Trainer_Run_0 - INFO - Epoch 43/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:40:50,785 - Trainer_Run_0 - INFO - Epoch 44/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:40:50,971 - Trainer_Run_0 - INFO - Epoch 45/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:40:51,156 - Trainer_Run_0 - INFO - Epoch 46/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:40:51,343 - Trainer_Run_0 - INFO - Epoch 47/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:40:51,528 - Trainer_Run_0 - INFO - Epoch 48/200 - Total Loss: 0.0009, Reconstruction Loss: 0.0009
2025-09-19 11:40:51,713 - Trainer_Run_0 - INFO - Epoch 49/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:40:51,898 - Trainer_Run_0 - INFO - Epoch 50/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:40:52,084 - Trainer_Run_0 - INFO - Epoch 51/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:40:52,347 - Trainer_Run_0 - INFO - Epoch 52/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:52,533 - Trainer_Run_0 - INFO - Epoch 53/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:52,718 - Trainer_Run_0 - INFO - Epoch 54/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:52,902 - Trainer_Run_0 - INFO - Epoch 55/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:40:53,084 - Trainer_Run_0 - INFO - Epoch 56/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:40:53,266 - Trainer_Run_0 - INFO - Epoch 57/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:53,447 - Trainer_Run_0 - INFO - Epoch 58/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:53,630 - Trainer_Run_0 - INFO - Epoch 59/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:53,813 - Trainer_Run_0 - INFO - Epoch 60/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:53,994 - Trainer_Run_0 - INFO - Epoch 61/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:54,252 - Trainer_Run_0 - INFO - Epoch 62/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:40:54,436 - Trainer_Run_0 - INFO - Epoch 63/200 - Total Loss: 0.0008, Reconstruction Loss: 0.0008
2025-09-19 11:40:54,619 - Trainer_Run_0 - INFO - Epoch 64/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:54,802 - Trainer_Run_0 - INFO - Epoch 65/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:54,985 - Trainer_Run_0 - INFO - Epoch 66/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:55,167 - Trainer_Run_0 - INFO - Epoch 67/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:55,349 - Trainer_Run_0 - INFO - Epoch 68/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:55,530 - Trainer_Run_0 - INFO - Epoch 69/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:55,713 - Trainer_Run_0 - INFO - Epoch 70/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:55,895 - Trainer_Run_0 - INFO - Epoch 71/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:56,152 - Trainer_Run_0 - INFO - Epoch 72/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:56,335 - Trainer_Run_0 - INFO - Epoch 73/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:56,518 - Trainer_Run_0 - INFO - Epoch 74/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:56,699 - Trainer_Run_0 - INFO - Epoch 75/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:56,881 - Trainer_Run_0 - INFO - Epoch 76/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:57,064 - Trainer_Run_0 - INFO - Epoch 77/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:57,245 - Trainer_Run_0 - INFO - Epoch 78/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:40:57,428 - Trainer_Run_0 - INFO - Epoch 79/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:57,610 - Trainer_Run_0 - INFO - Epoch 80/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:40:57,792 - Trainer_Run_0 - INFO - Epoch 81/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:40:58,050 - Trainer_Run_0 - INFO - Epoch 82/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:40:58,232 - Trainer_Run_0 - INFO - Epoch 83/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:40:58,414 - Trainer_Run_0 - INFO - Epoch 84/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:58,596 - Trainer_Run_0 - INFO - Epoch 85/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:40:58,779 - Trainer_Run_0 - INFO - Epoch 86/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:40:58,962 - Trainer_Run_0 - INFO - Epoch 87/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:40:59,143 - Trainer_Run_0 - INFO - Epoch 88/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:59,326 - Trainer_Run_0 - INFO - Epoch 89/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:59,509 - Trainer_Run_0 - INFO - Epoch 90/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:40:59,692 - Trainer_Run_0 - INFO - Epoch 91/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:40:59,952 - Trainer_Run_0 - INFO - Epoch 92/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:00,137 - Trainer_Run_0 - INFO - Epoch 93/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:41:00,321 - Trainer_Run_0 - INFO - Epoch 94/200 - Total Loss: 0.0007, Reconstruction Loss: 0.0007
2025-09-19 11:41:00,506 - Trainer_Run_0 - INFO - Epoch 95/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:00,689 - Trainer_Run_0 - INFO - Epoch 96/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:00,873 - Trainer_Run_0 - INFO - Epoch 97/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:01,053 - Trainer_Run_0 - INFO - Epoch 98/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:01,234 - Trainer_Run_0 - INFO - Epoch 99/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:01,416 - Trainer_Run_0 - INFO - Epoch 100/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:01,597 - Trainer_Run_0 - INFO - Epoch 101/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:01,857 - Trainer_Run_0 - INFO - Epoch 102/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:02,040 - Trainer_Run_0 - INFO - Epoch 103/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:02,223 - Trainer_Run_0 - INFO - Epoch 104/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:02,404 - Trainer_Run_0 - INFO - Epoch 105/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:02,585 - Trainer_Run_0 - INFO - Epoch 106/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:02,766 - Trainer_Run_0 - INFO - Epoch 107/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:02,947 - Trainer_Run_0 - INFO - Epoch 108/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:03,128 - Trainer_Run_0 - INFO - Epoch 109/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:03,310 - Trainer_Run_0 - INFO - Epoch 110/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:03,492 - Trainer_Run_0 - INFO - Epoch 111/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:03,750 - Trainer_Run_0 - INFO - Epoch 112/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:03,933 - Trainer_Run_0 - INFO - Epoch 113/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:04,116 - Trainer_Run_0 - INFO - Epoch 114/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:04,300 - Trainer_Run_0 - INFO - Epoch 115/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:04,484 - Trainer_Run_0 - INFO - Epoch 116/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:04,669 - Trainer_Run_0 - INFO - Epoch 117/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:04,854 - Trainer_Run_0 - INFO - Epoch 118/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:05,041 - Trainer_Run_0 - INFO - Epoch 119/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:05,231 - Trainer_Run_0 - INFO - Epoch 120/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:05,430 - Trainer_Run_0 - INFO - Epoch 121/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:05,714 - Trainer_Run_0 - INFO - Epoch 122/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:05,914 - Trainer_Run_0 - INFO - Epoch 123/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:06,113 - Trainer_Run_0 - INFO - Epoch 124/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:06,304 - Trainer_Run_0 - INFO - Epoch 125/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:06,492 - Trainer_Run_0 - INFO - Epoch 126/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:06,683 - Trainer_Run_0 - INFO - Epoch 127/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:06,869 - Trainer_Run_0 - INFO - Epoch 128/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:07,078 - Trainer_Run_0 - INFO - Epoch 129/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:07,262 - Trainer_Run_0 - INFO - Epoch 130/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:07,448 - Trainer_Run_0 - INFO - Epoch 131/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:07,722 - Trainer_Run_0 - INFO - Epoch 132/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:07,908 - Trainer_Run_0 - INFO - Epoch 133/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:08,093 - Trainer_Run_0 - INFO - Epoch 134/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:08,278 - Trainer_Run_0 - INFO - Epoch 135/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:08,570 - Trainer_Run_0 - INFO - Epoch 136/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:08,754 - Trainer_Run_0 - INFO - Epoch 137/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:08,937 - Trainer_Run_0 - INFO - Epoch 138/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:09,120 - Trainer_Run_0 - INFO - Epoch 139/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:09,303 - Trainer_Run_0 - INFO - Epoch 140/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:09,484 - Trainer_Run_0 - INFO - Epoch 141/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:09,747 - Trainer_Run_0 - INFO - Epoch 142/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:09,929 - Trainer_Run_0 - INFO - Epoch 143/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:10,109 - Trainer_Run_0 - INFO - Epoch 144/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:10,313 - Trainer_Run_0 - INFO - Epoch 145/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:10,494 - Trainer_Run_0 - INFO - Epoch 146/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:10,676 - Trainer_Run_0 - INFO - Epoch 147/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:10,858 - Trainer_Run_0 - INFO - Epoch 148/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:11,041 - Trainer_Run_0 - INFO - Epoch 149/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:11,223 - Trainer_Run_0 - INFO - Epoch 150/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:11,405 - Trainer_Run_0 - INFO - Epoch 151/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:11,663 - Trainer_Run_0 - INFO - Epoch 152/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:11,845 - Trainer_Run_0 - INFO - Epoch 153/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:12,027 - Trainer_Run_0 - INFO - Epoch 154/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:12,210 - Trainer_Run_0 - INFO - Epoch 155/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:12,392 - Trainer_Run_0 - INFO - Epoch 156/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:12,575 - Trainer_Run_0 - INFO - Epoch 157/200 - Total Loss: 0.0005, Reconstruction Loss: 0.0005
2025-09-19 11:41:12,756 - Trainer_Run_0 - INFO - Epoch 158/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:12,938 - Trainer_Run_0 - INFO - Epoch 159/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:13,121 - Trainer_Run_0 - INFO - Epoch 160/200 - Total Loss: 0.0005, Reconstruction Loss: 0.0005
2025-09-19 11:41:13,304 - Trainer_Run_0 - INFO - Epoch 161/200 - Total Loss: 0.0005, Reconstruction Loss: 0.0005
2025-09-19 11:41:13,560 - Trainer_Run_0 - INFO - Epoch 162/200 - Total Loss: 0.0005, Reconstruction Loss: 0.0005
2025-09-19 11:41:13,743 - Trainer_Run_0 - INFO - Epoch 163/200 - Total Loss: 0.0005, Reconstruction Loss: 0.0005
2025-09-19 11:41:13,926 - Trainer_Run_0 - INFO - Epoch 164/200 - Total Loss: 0.0005, Reconstruction Loss: 0.0005
2025-09-19 11:41:14,109 - Trainer_Run_0 - INFO - Epoch 165/200 - Total Loss: 0.0005, Reconstruction Loss: 0.0005
2025-09-19 11:41:14,291 - Trainer_Run_0 - INFO - Epoch 166/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:14,474 - Trainer_Run_0 - INFO - Epoch 167/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:14,655 - Trainer_Run_0 - INFO - Epoch 168/200 - Total Loss: 0.0005, Reconstruction Loss: 0.0005
2025-09-19 11:41:14,839 - Trainer_Run_0 - INFO - Epoch 169/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:15,021 - Trainer_Run_0 - INFO - Epoch 170/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:15,204 - Trainer_Run_0 - INFO - Epoch 171/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:15,460 - Trainer_Run_0 - INFO - Epoch 172/200 - Total Loss: 0.0005, Reconstruction Loss: 0.0005
2025-09-19 11:41:15,644 - Trainer_Run_0 - INFO - Epoch 173/200 - Total Loss: 0.0005, Reconstruction Loss: 0.0005
2025-09-19 11:41:15,827 - Trainer_Run_0 - INFO - Epoch 174/200 - Total Loss: 0.0005, Reconstruction Loss: 0.0005
2025-09-19 11:41:16,043 - Trainer_Run_0 - INFO - Epoch 175/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:16,223 - Trainer_Run_0 - INFO - Epoch 176/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:16,403 - Trainer_Run_0 - INFO - Epoch 177/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:16,626 - Trainer_Run_0 - INFO - Epoch 178/200 - Total Loss: 0.0005, Reconstruction Loss: 0.0005
2025-09-19 11:41:16,807 - Trainer_Run_0 - INFO - Epoch 179/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:16,989 - Trainer_Run_0 - INFO - Epoch 180/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:17,169 - Trainer_Run_0 - INFO - Epoch 181/200 - Total Loss: 0.0005, Reconstruction Loss: 0.0005
2025-09-19 11:41:17,422 - Trainer_Run_0 - INFO - Epoch 182/200 - Total Loss: 0.0005, Reconstruction Loss: 0.0005
2025-09-19 11:41:17,603 - Trainer_Run_0 - INFO - Epoch 183/200 - Total Loss: 0.0005, Reconstruction Loss: 0.0005
2025-09-19 11:41:17,782 - Trainer_Run_0 - INFO - Epoch 184/200 - Total Loss: 0.0005, Reconstruction Loss: 0.0005
2025-09-19 11:41:17,962 - Trainer_Run_0 - INFO - Epoch 185/200 - Total Loss: 0.0006, Reconstruction Loss: 0.0006
2025-09-19 11:41:18,141 - Trainer_Run_0 - INFO - Epoch 186/200 - Total Loss: 0.0005, Reconstruction Loss: 0.0005
2025-09-19 11:41:18,320 - Trainer_Run_0 - INFO - Epoch 187/200 - Total Loss: 0.0005, Reconstruction Loss: 0.0005
2025-09-19 11:41:18,499 - Trainer_Run_0 - INFO - Epoch 188/200 - Total Loss: 0.0005, Reconstruction Loss: 0.0005
2025-09-19 11:41:18,680 - Trainer_Run_0 - INFO - Epoch 189/200 - Total Loss: 0.0005, Reconstruction Loss: 0.0005
2025-09-19 11:41:18,861 - Trainer_Run_0 - INFO - Epoch 190/200 - Total Loss: 0.0005, Reconstruction Loss: 0.0005
2025-09-19 11:41:19,040 - Trainer_Run_0 - INFO - Epoch 191/200 - Total Loss: 0.0005, Reconstruction Loss: 0.0005
2025-09-19 11:41:19,292 - Trainer_Run_0 - INFO - Epoch 192/200 - Total Loss: 0.0005, Reconstruction Loss: 0.0005
2025-09-19 11:41:19,472 - Trainer_Run_0 - INFO - Epoch 193/200 - Total Loss: 0.0005, Reconstruction Loss: 0.0005
2025-09-19 11:41:19,653 - Trainer_Run_0 - INFO - Epoch 194/200 - Total Loss: 0.0005, Reconstruction Loss: 0.0005
