2025-09-19 12:04:07,682 - Trainer_Run_0 - INFO - Starting run 1
2025-09-19 12:04:07,682 - Trainer_Run_0 - INFO - Using device: cuda:0
2025-09-19 12:04:07,682 - Trainer_Run_0 - INFO - K neighbors for KNN: 5
2025-09-19 12:04:07,683 - Trainer_Run_0 - INFO - Loaded .mat file: ./data_preprocess/data/letter.mat
2025-09-19 12:04:08,820 - Trainer_Run_0 - INFO - Epoch 12/200 - Total Loss: 0.0367, Reconstruction Loss: 0.0367
2025-09-19 12:04:08,830 - Trainer_Run_0 - INFO - Epoch 13/200 - Total Loss: 0.0338, Reconstruction Loss: 0.0338
2025-09-19 12:04:08,839 - Trainer_Run_0 - INFO - Epoch 14/200 - Total Loss: 0.0317, Reconstruction Loss: 0.0317
2025-09-19 12:04:08,849 - Trainer_Run_0 - INFO - Epoch 15/200 - Total Loss: 0.0302, Reconstruction Loss: 0.0302
2025-09-19 12:04:08,859 - Trainer_Run_0 - INFO - Epoch 16/200 - Total Loss: 0.0290, Reconstruction Loss: 0.0290
2025-09-19 12:04:08,868 - Trainer_Run_0 - INFO - Epoch 17/200 - Total Loss: 0.0286, Reconstruction Loss: 0.0286
2025-09-19 12:04:08,878 - Trainer_Run_0 - INFO - Epoch 18/200 - Total Loss: 0.0272, Reconstruction Loss: 0.0272
2025-09-19 12:04:08,888 - Trainer_Run_0 - INFO - Epoch 19/200 - Total Loss: 0.0272, Reconstruction Loss: 0.0272
2025-09-19 12:04:08,897 - Trainer_Run_0 - INFO - Epoch 20/200 - Total Loss: 0.0262, Reconstruction Loss: 0.0262
2025-09-19 12:04:08,907 - Trainer_Run_0 - INFO - Epoch 21/200 - Total Loss: 0.0260, Reconstruction Loss: 0.0260
2025-09-19 12:04:08,917 - Trainer_Run_0 - INFO - Epoch 22/200 - Total Loss: 0.0245, Reconstruction Loss: 0.0245
2025-09-19 12:04:08,926 - Trainer_Run_0 - INFO - Epoch 23/200 - Total Loss: 0.0250, Reconstruction Loss: 0.0250
2025-09-19 12:04:08,936 - Trainer_Run_0 - INFO - Epoch 24/200 - Total Loss: 0.0238, Reconstruction Loss: 0.0238
2025-09-19 12:04:08,946 - Trainer_Run_0 - INFO - Epoch 25/200 - Total Loss: 0.0240, Reconstruction Loss: 0.0240
2025-09-19 12:04:08,955 - Trainer_Run_0 - INFO - Epoch 26/200 - Total Loss: 0.0236, Reconstruction Loss: 0.0236
2025-09-19 12:04:08,965 - Trainer_Run_0 - INFO - Epoch 27/200 - Total Loss: 0.0223, Reconstruction Loss: 0.0223
2025-09-19 12:04:08,975 - Trainer_Run_0 - INFO - Epoch 28/200 - Total Loss: 0.0226, Reconstruction Loss: 0.0226
2025-09-19 12:04:08,985 - Trainer_Run_0 - INFO - Epoch 29/200 - Total Loss: 0.0222, Reconstruction Loss: 0.0222
2025-09-19 12:04:08,994 - Trainer_Run_0 - INFO - Epoch 30/200 - Total Loss: 0.0215, Reconstruction Loss: 0.0215
2025-09-19 12:04:09,004 - Trainer_Run_0 - INFO - Epoch 31/200 - Total Loss: 0.0210, Reconstruction Loss: 0.0210
2025-09-19 12:04:09,014 - Trainer_Run_0 - INFO - Epoch 32/200 - Total Loss: 0.0218, Reconstruction Loss: 0.0218
2025-09-19 12:04:09,023 - Trainer_Run_0 - INFO - Epoch 33/200 - Total Loss: 0.0211, Reconstruction Loss: 0.0211
2025-09-19 12:04:09,033 - Trainer_Run_0 - INFO - Epoch 34/200 - Total Loss: 0.0212, Reconstruction Loss: 0.0212
2025-09-19 12:04:09,043 - Trainer_Run_0 - INFO - Epoch 35/200 - Total Loss: 0.0205, Reconstruction Loss: 0.0205
2025-09-19 12:04:09,052 - Trainer_Run_0 - INFO - Epoch 36/200 - Total Loss: 0.0207, Reconstruction Loss: 0.0207
2025-09-19 12:04:09,062 - Trainer_Run_0 - INFO - Epoch 37/200 - Total Loss: 0.0205, Reconstruction Loss: 0.0205
2025-09-19 12:04:09,072 - Trainer_Run_0 - INFO - Epoch 38/200 - Total Loss: 0.0205, Reconstruction Loss: 0.0205
2025-09-19 12:04:09,081 - Trainer_Run_0 - INFO - Epoch 39/200 - Total Loss: 0.0194, Reconstruction Loss: 0.0194
2025-09-19 12:04:09,091 - Trainer_Run_0 - INFO - Epoch 40/200 - Total Loss: 0.0198, Reconstruction Loss: 0.0198
2025-09-19 12:04:09,101 - Trainer_Run_0 - INFO - Epoch 41/200 - Total Loss: 0.0200, Reconstruction Loss: 0.0200
2025-09-19 12:04:09,111 - Trainer_Run_0 - INFO - Epoch 42/200 - Total Loss: 0.0194, Reconstruction Loss: 0.0194
2025-09-19 12:04:09,120 - Trainer_Run_0 - INFO - Epoch 43/200 - Total Loss: 0.0201, Reconstruction Loss: 0.0201
2025-09-19 12:04:09,130 - Trainer_Run_0 - INFO - Epoch 44/200 - Total Loss: 0.0189, Reconstruction Loss: 0.0189
2025-09-19 12:04:09,139 - Trainer_Run_0 - INFO - Epoch 45/200 - Total Loss: 0.0190, Reconstruction Loss: 0.0190
2025-09-19 12:04:09,149 - Trainer_Run_0 - INFO - Epoch 46/200 - Total Loss: 0.0192, Reconstruction Loss: 0.0192
2025-09-19 12:04:09,159 - Trainer_Run_0 - INFO - Epoch 47/200 - Total Loss: 0.0192, Reconstruction Loss: 0.0192
2025-09-19 12:04:09,169 - Trainer_Run_0 - INFO - Epoch 48/200 - Total Loss: 0.0187, Reconstruction Loss: 0.0187
2025-09-19 12:04:09,178 - Trainer_Run_0 - INFO - Epoch 49/200 - Total Loss: 0.0180, Reconstruction Loss: 0.0180
2025-09-19 12:04:09,188 - Trainer_Run_0 - INFO - Epoch 50/200 - Total Loss: 0.0186, Reconstruction Loss: 0.0186
2025-09-19 12:04:09,198 - Trainer_Run_0 - INFO - Epoch 51/200 - Total Loss: 0.0183, Reconstruction Loss: 0.0183
2025-09-19 12:04:09,207 - Trainer_Run_0 - INFO - Epoch 52/200 - Total Loss: 0.0182, Reconstruction Loss: 0.0182
2025-09-19 12:04:09,217 - Trainer_Run_0 - INFO - Epoch 53/200 - Total Loss: 0.0180, Reconstruction Loss: 0.0180
2025-09-19 12:04:09,227 - Trainer_Run_0 - INFO - Epoch 54/200 - Total Loss: 0.0178, Reconstruction Loss: 0.0178
2025-09-19 12:04:09,236 - Trainer_Run_0 - INFO - Epoch 55/200 - Total Loss: 0.0178, Reconstruction Loss: 0.0178
2025-09-19 12:04:09,246 - Trainer_Run_0 - INFO - Epoch 56/200 - Total Loss: 0.0178, Reconstruction Loss: 0.0178
2025-09-19 12:04:09,256 - Trainer_Run_0 - INFO - Epoch 57/200 - Total Loss: 0.0182, Reconstruction Loss: 0.0182
2025-09-19 12:04:09,265 - Trainer_Run_0 - INFO - Epoch 58/200 - Total Loss: 0.0175, Reconstruction Loss: 0.0175
2025-09-19 12:04:09,357 - Trainer_Run_0 - INFO - Epoch 59/200 - Total Loss: 0.0176, Reconstruction Loss: 0.0176
2025-09-19 12:04:09,367 - Trainer_Run_0 - INFO - Epoch 60/200 - Total Loss: 0.0173, Reconstruction Loss: 0.0173
2025-09-19 12:04:09,377 - Trainer_Run_0 - INFO - Epoch 61/200 - Total Loss: 0.0174, Reconstruction Loss: 0.0174
2025-09-19 12:04:09,386 - Trainer_Run_0 - INFO - Epoch 62/200 - Total Loss: 0.0175, Reconstruction Loss: 0.0175
2025-09-19 12:04:09,396 - Trainer_Run_0 - INFO - Epoch 63/200 - Total Loss: 0.0164, Reconstruction Loss: 0.0164
2025-09-19 12:04:09,406 - Trainer_Run_0 - INFO - Epoch 64/200 - Total Loss: 0.0170, Reconstruction Loss: 0.0170
2025-09-19 12:04:09,415 - Trainer_Run_0 - INFO - Epoch 65/200 - Total Loss: 0.0168, Reconstruction Loss: 0.0168
2025-09-19 12:04:09,425 - Trainer_Run_0 - INFO - Epoch 66/200 - Total Loss: 0.0169, Reconstruction Loss: 0.0169
2025-09-19 12:04:09,435 - Trainer_Run_0 - INFO - Epoch 67/200 - Total Loss: 0.0165, Reconstruction Loss: 0.0165
2025-09-19 12:04:09,444 - Trainer_Run_0 - INFO - Epoch 68/200 - Total Loss: 0.0166, Reconstruction Loss: 0.0166
2025-09-19 12:04:09,454 - Trainer_Run_0 - INFO - Epoch 69/200 - Total Loss: 0.0166, Reconstruction Loss: 0.0166
2025-09-19 12:04:09,464 - Trainer_Run_0 - INFO - Epoch 70/200 - Total Loss: 0.0163, Reconstruction Loss: 0.0163
2025-09-19 12:04:09,474 - Trainer_Run_0 - INFO - Epoch 71/200 - Total Loss: 0.0166, Reconstruction Loss: 0.0166
2025-09-19 12:04:09,483 - Trainer_Run_0 - INFO - Epoch 72/200 - Total Loss: 0.0164, Reconstruction Loss: 0.0164
2025-09-19 12:04:09,493 - Trainer_Run_0 - INFO - Epoch 73/200 - Total Loss: 0.0163, Reconstruction Loss: 0.0163
2025-09-19 12:04:09,503 - Trainer_Run_0 - INFO - Epoch 74/200 - Total Loss: 0.0166, Reconstruction Loss: 0.0166
2025-09-19 12:04:09,512 - Trainer_Run_0 - INFO - Epoch 75/200 - Total Loss: 0.0166, Reconstruction Loss: 0.0166
2025-09-19 12:04:09,522 - Trainer_Run_0 - INFO - Epoch 76/200 - Total Loss: 0.0167, Reconstruction Loss: 0.0167
2025-09-19 12:04:09,531 - Trainer_Run_0 - INFO - Epoch 77/200 - Total Loss: 0.0161, Reconstruction Loss: 0.0161
2025-09-19 12:04:09,541 - Trainer_Run_0 - INFO - Epoch 78/200 - Total Loss: 0.0159, Reconstruction Loss: 0.0159
2025-09-19 12:04:09,551 - Trainer_Run_0 - INFO - Epoch 79/200 - Total Loss: 0.0159, Reconstruction Loss: 0.0159
2025-09-19 12:04:09,560 - Trainer_Run_0 - INFO - Epoch 80/200 - Total Loss: 0.0157, Reconstruction Loss: 0.0157
2025-09-19 12:04:09,570 - Trainer_Run_0 - INFO - Epoch 81/200 - Total Loss: 0.0156, Reconstruction Loss: 0.0156
2025-09-19 12:04:09,580 - Trainer_Run_0 - INFO - Epoch 82/200 - Total Loss: 0.0161, Reconstruction Loss: 0.0161
2025-09-19 12:04:09,589 - Trainer_Run_0 - INFO - Epoch 83/200 - Total Loss: 0.0156, Reconstruction Loss: 0.0156
2025-09-19 12:04:09,599 - Trainer_Run_0 - INFO - Epoch 84/200 - Total Loss: 0.0158, Reconstruction Loss: 0.0158
2025-09-19 12:04:09,608 - Trainer_Run_0 - INFO - Epoch 85/200 - Total Loss: 0.0154, Reconstruction Loss: 0.0154
2025-09-19 12:04:09,618 - Trainer_Run_0 - INFO - Epoch 86/200 - Total Loss: 0.0157, Reconstruction Loss: 0.0157
2025-09-19 12:04:09,628 - Trainer_Run_0 - INFO - Epoch 87/200 - Total Loss: 0.0157, Reconstruction Loss: 0.0157
2025-09-19 12:04:09,637 - Trainer_Run_0 - INFO - Epoch 88/200 - Total Loss: 0.0156, Reconstruction Loss: 0.0156
2025-09-19 12:04:09,647 - Trainer_Run_0 - INFO - Epoch 89/200 - Total Loss: 0.0154, Reconstruction Loss: 0.0154
2025-09-19 12:04:09,657 - Trainer_Run_0 - INFO - Epoch 90/200 - Total Loss: 0.0157, Reconstruction Loss: 0.0157
2025-09-19 12:04:09,666 - Trainer_Run_0 - INFO - Epoch 91/200 - Total Loss: 0.0155, Reconstruction Loss: 0.0155
2025-09-19 12:04:09,676 - Trainer_Run_0 - INFO - Epoch 92/200 - Total Loss: 0.0152, Reconstruction Loss: 0.0152
2025-09-19 12:04:09,686 - Trainer_Run_0 - INFO - Epoch 93/200 - Total Loss: 0.0158, Reconstruction Loss: 0.0158
2025-09-19 12:04:09,696 - Trainer_Run_0 - INFO - Epoch 94/200 - Total Loss: 0.0150, Reconstruction Loss: 0.0150
2025-09-19 12:04:09,705 - Trainer_Run_0 - INFO - Epoch 95/200 - Total Loss: 0.0152, Reconstruction Loss: 0.0152
2025-09-19 12:04:09,715 - Trainer_Run_0 - INFO - Epoch 96/200 - Total Loss: 0.0151, Reconstruction Loss: 0.0151
2025-09-19 12:04:09,725 - Trainer_Run_0 - INFO - Epoch 97/200 - Total Loss: 0.0155, Reconstruction Loss: 0.0155
2025-09-19 12:04:09,734 - Trainer_Run_0 - INFO - Epoch 98/200 - Total Loss: 0.0153, Reconstruction Loss: 0.0153
2025-09-19 12:04:09,744 - Trainer_Run_0 - INFO - Epoch 99/200 - Total Loss: 0.0153, Reconstruction Loss: 0.0153
2025-09-19 12:04:09,754 - Trainer_Run_0 - INFO - Epoch 100/200 - Total Loss: 0.0148, Reconstruction Loss: 0.0148
2025-09-19 12:04:09,763 - Trainer_Run_0 - INFO - Epoch 101/200 - Total Loss: 0.0153, Reconstruction Loss: 0.0153
2025-09-19 12:04:09,773 - Trainer_Run_0 - INFO - Epoch 102/200 - Total Loss: 0.0152, Reconstruction Loss: 0.0152
2025-09-19 12:04:09,783 - Trainer_Run_0 - INFO - Epoch 103/200 - Total Loss: 0.0148, Reconstruction Loss: 0.0148
2025-09-19 12:04:09,792 - Trainer_Run_0 - INFO - Epoch 104/200 - Total Loss: 0.0147, Reconstruction Loss: 0.0147
2025-09-19 12:04:09,802 - Trainer_Run_0 - INFO - Epoch 105/200 - Total Loss: 0.0152, Reconstruction Loss: 0.0152
2025-09-19 12:04:09,811 - Trainer_Run_0 - INFO - Epoch 106/200 - Total Loss: 0.0145, Reconstruction Loss: 0.0145
2025-09-19 12:04:09,821 - Trainer_Run_0 - INFO - Epoch 107/200 - Total Loss: 0.0149, Reconstruction Loss: 0.0149
2025-09-19 12:04:09,831 - Trainer_Run_0 - INFO - Epoch 108/200 - Total Loss: 0.0145, Reconstruction Loss: 0.0145
2025-09-19 12:04:09,840 - Trainer_Run_0 - INFO - Epoch 109/200 - Total Loss: 0.0146, Reconstruction Loss: 0.0146
2025-09-19 12:04:09,850 - Trainer_Run_0 - INFO - Epoch 110/200 - Total Loss: 0.0143, Reconstruction Loss: 0.0143
2025-09-19 12:04:09,860 - Trainer_Run_0 - INFO - Epoch 111/200 - Total Loss: 0.0146, Reconstruction Loss: 0.0146
2025-09-19 12:04:09,870 - Trainer_Run_0 - INFO - Epoch 112/200 - Total Loss: 0.0144, Reconstruction Loss: 0.0144
2025-09-19 12:04:09,879 - Trainer_Run_0 - INFO - Epoch 113/200 - Total Loss: 0.0146, Reconstruction Loss: 0.0146
2025-09-19 12:04:09,889 - Trainer_Run_0 - INFO - Epoch 114/200 - Total Loss: 0.0145, Reconstruction Loss: 0.0145
2025-09-19 12:04:09,899 - Trainer_Run_0 - INFO - Epoch 115/200 - Total Loss: 0.0141, Reconstruction Loss: 0.0141
2025-09-19 12:04:09,908 - Trainer_Run_0 - INFO - Epoch 116/200 - Total Loss: 0.0145, Reconstruction Loss: 0.0145
2025-09-19 12:04:09,918 - Trainer_Run_0 - INFO - Epoch 117/200 - Total Loss: 0.0143, Reconstruction Loss: 0.0143
2025-09-19 12:04:09,928 - Trainer_Run_0 - INFO - Epoch 118/200 - Total Loss: 0.0143, Reconstruction Loss: 0.0143
2025-09-19 12:04:09,938 - Trainer_Run_0 - INFO - Epoch 119/200 - Total Loss: 0.0143, Reconstruction Loss: 0.0143
2025-09-19 12:04:09,947 - Trainer_Run_0 - INFO - Epoch 120/200 - Total Loss: 0.0141, Reconstruction Loss: 0.0141
2025-09-19 12:04:09,957 - Trainer_Run_0 - INFO - Epoch 121/200 - Total Loss: 0.0147, Reconstruction Loss: 0.0147
2025-09-19 12:04:09,967 - Trainer_Run_0 - INFO - Epoch 122/200 - Total Loss: 0.0141, Reconstruction Loss: 0.0141
2025-09-19 12:04:09,976 - Trainer_Run_0 - INFO - Epoch 123/200 - Total Loss: 0.0144, Reconstruction Loss: 0.0144
2025-09-19 12:04:09,986 - Trainer_Run_0 - INFO - Epoch 124/200 - Total Loss: 0.0145, Reconstruction Loss: 0.0145
2025-09-19 12:04:09,996 - Trainer_Run_0 - INFO - Epoch 125/200 - Total Loss: 0.0145, Reconstruction Loss: 0.0145
2025-09-19 12:04:10,005 - Trainer_Run_0 - INFO - Epoch 126/200 - Total Loss: 0.0139, Reconstruction Loss: 0.0139
2025-09-19 12:04:10,015 - Trainer_Run_0 - INFO - Epoch 127/200 - Total Loss: 0.0144, Reconstruction Loss: 0.0144
2025-09-19 12:04:10,024 - Trainer_Run_0 - INFO - Epoch 128/200 - Total Loss: 0.0138, Reconstruction Loss: 0.0138
2025-09-19 12:04:10,034 - Trainer_Run_0 - INFO - Epoch 129/200 - Total Loss: 0.0139, Reconstruction Loss: 0.0139
2025-09-19 12:04:10,043 - Trainer_Run_0 - INFO - Epoch 130/200 - Total Loss: 0.0143, Reconstruction Loss: 0.0143
2025-09-19 12:04:10,053 - Trainer_Run_0 - INFO - Epoch 131/200 - Total Loss: 0.0140, Reconstruction Loss: 0.0140
2025-09-19 12:04:10,062 - Trainer_Run_0 - INFO - Epoch 132/200 - Total Loss: 0.0138, Reconstruction Loss: 0.0138
2025-09-19 12:04:10,072 - Trainer_Run_0 - INFO - Epoch 133/200 - Total Loss: 0.0143, Reconstruction Loss: 0.0143
2025-09-19 12:04:10,082 - Trainer_Run_0 - INFO - Epoch 134/200 - Total Loss: 0.0140, Reconstruction Loss: 0.0140
2025-09-19 12:04:10,092 - Trainer_Run_0 - INFO - Epoch 135/200 - Total Loss: 0.0142, Reconstruction Loss: 0.0142
2025-09-19 12:04:10,101 - Trainer_Run_0 - INFO - Epoch 136/200 - Total Loss: 0.0141, Reconstruction Loss: 0.0141
2025-09-19 12:04:10,111 - Trainer_Run_0 - INFO - Epoch 137/200 - Total Loss: 0.0141, Reconstruction Loss: 0.0141
2025-09-19 12:04:10,121 - Trainer_Run_0 - INFO - Epoch 138/200 - Total Loss: 0.0138, Reconstruction Loss: 0.0138
2025-09-19 12:04:10,130 - Trainer_Run_0 - INFO - Epoch 139/200 - Total Loss: 0.0140, Reconstruction Loss: 0.0140
2025-09-19 12:04:10,140 - Trainer_Run_0 - INFO - Epoch 140/200 - Total Loss: 0.0143, Reconstruction Loss: 0.0143
2025-09-19 12:04:10,150 - Trainer_Run_0 - INFO - Epoch 141/200 - Total Loss: 0.0142, Reconstruction Loss: 0.0142
2025-09-19 12:04:10,160 - Trainer_Run_0 - INFO - Epoch 142/200 - Total Loss: 0.0139, Reconstruction Loss: 0.0139
2025-09-19 12:04:10,169 - Trainer_Run_0 - INFO - Epoch 143/200 - Total Loss: 0.0137, Reconstruction Loss: 0.0137
2025-09-19 12:04:10,179 - Trainer_Run_0 - INFO - Epoch 144/200 - Total Loss: 0.0139, Reconstruction Loss: 0.0139
2025-09-19 12:04:10,189 - Trainer_Run_0 - INFO - Epoch 145/200 - Total Loss: 0.0138, Reconstruction Loss: 0.0138
2025-09-19 12:04:10,198 - Trainer_Run_0 - INFO - Epoch 146/200 - Total Loss: 0.0143, Reconstruction Loss: 0.0143
2025-09-19 12:04:10,208 - Trainer_Run_0 - INFO - Epoch 147/200 - Total Loss: 0.0138, Reconstruction Loss: 0.0138
2025-09-19 12:04:10,218 - Trainer_Run_0 - INFO - Epoch 148/200 - Total Loss: 0.0140, Reconstruction Loss: 0.0140
2025-09-19 12:04:10,227 - Trainer_Run_0 - INFO - Epoch 149/200 - Total Loss: 0.0142, Reconstruction Loss: 0.0142
2025-09-19 12:04:10,237 - Trainer_Run_0 - INFO - Epoch 150/200 - Total Loss: 0.0139, Reconstruction Loss: 0.0139
2025-09-19 12:04:10,247 - Trainer_Run_0 - INFO - Epoch 151/200 - Total Loss: 0.0140, Reconstruction Loss: 0.0140
2025-09-19 12:04:10,257 - Trainer_Run_0 - INFO - Epoch 152/200 - Total Loss: 0.0138, Reconstruction Loss: 0.0138
2025-09-19 12:04:10,266 - Trainer_Run_0 - INFO - Epoch 153/200 - Total Loss: 0.0139, Reconstruction Loss: 0.0139
2025-09-19 12:04:10,276 - Trainer_Run_0 - INFO - Epoch 154/200 - Total Loss: 0.0137, Reconstruction Loss: 0.0137
2025-09-19 12:04:10,285 - Trainer_Run_0 - INFO - Epoch 155/200 - Total Loss: 0.0137, Reconstruction Loss: 0.0137
2025-09-19 12:04:10,295 - Trainer_Run_0 - INFO - Epoch 156/200 - Total Loss: 0.0138, Reconstruction Loss: 0.0138
2025-09-19 12:04:10,305 - Trainer_Run_0 - INFO - Epoch 157/200 - Total Loss: 0.0138, Reconstruction Loss: 0.0138
2025-09-19 12:04:10,314 - Trainer_Run_0 - INFO - Epoch 158/200 - Total Loss: 0.0137, Reconstruction Loss: 0.0137
2025-09-19 12:04:10,324 - Trainer_Run_0 - INFO - Epoch 159/200 - Total Loss: 0.0136, Reconstruction Loss: 0.0136
2025-09-19 12:04:10,334 - Trainer_Run_0 - INFO - Epoch 160/200 - Total Loss: 0.0136, Reconstruction Loss: 0.0136
2025-09-19 12:04:10,343 - Trainer_Run_0 - INFO - Epoch 161/200 - Total Loss: 0.0137, Reconstruction Loss: 0.0137
2025-09-19 12:04:10,353 - Trainer_Run_0 - INFO - Epoch 162/200 - Total Loss: 0.0141, Reconstruction Loss: 0.0141
2025-09-19 12:04:10,363 - Trainer_Run_0 - INFO - Epoch 163/200 - Total Loss: 0.0136, Reconstruction Loss: 0.0136
2025-09-19 12:04:10,372 - Trainer_Run_0 - INFO - Epoch 164/200 - Total Loss: 0.0138, Reconstruction Loss: 0.0138
2025-09-19 12:04:10,382 - Trainer_Run_0 - INFO - Epoch 165/200 - Total Loss: 0.0137, Reconstruction Loss: 0.0137
2025-09-19 12:04:10,392 - Trainer_Run_0 - INFO - Epoch 166/200 - Total Loss: 0.0137, Reconstruction Loss: 0.0137
2025-09-19 12:04:10,402 - Trainer_Run_0 - INFO - Epoch 167/200 - Total Loss: 0.0134, Reconstruction Loss: 0.0134
2025-09-19 12:04:10,411 - Trainer_Run_0 - INFO - Epoch 168/200 - Total Loss: 0.0137, Reconstruction Loss: 0.0137
2025-09-19 12:04:10,421 - Trainer_Run_0 - INFO - Epoch 169/200 - Total Loss: 0.0135, Reconstruction Loss: 0.0135
2025-09-19 12:04:10,431 - Trainer_Run_0 - INFO - Epoch 170/200 - Total Loss: 0.0137, Reconstruction Loss: 0.0137
2025-09-19 12:04:10,440 - Trainer_Run_0 - INFO - Epoch 171/200 - Total Loss: 0.0140, Reconstruction Loss: 0.0140
2025-09-19 12:04:10,450 - Trainer_Run_0 - INFO - Epoch 172/200 - Total Loss: 0.0136, Reconstruction Loss: 0.0136
2025-09-19 12:04:10,460 - Trainer_Run_0 - INFO - Epoch 173/200 - Total Loss: 0.0135, Reconstruction Loss: 0.0135
2025-09-19 12:04:10,469 - Trainer_Run_0 - INFO - Epoch 174/200 - Total Loss: 0.0140, Reconstruction Loss: 0.0140
2025-09-19 12:04:10,479 - Trainer_Run_0 - INFO - Epoch 175/200 - Total Loss: 0.0131, Reconstruction Loss: 0.0131
2025-09-19 12:04:10,488 - Trainer_Run_0 - INFO - Epoch 176/200 - Total Loss: 0.0132, Reconstruction Loss: 0.0132
2025-09-19 12:04:10,498 - Trainer_Run_0 - INFO - Epoch 177/200 - Total Loss: 0.0136, Reconstruction Loss: 0.0136
2025-09-19 12:04:10,508 - Trainer_Run_0 - INFO - Epoch 178/200 - Total Loss: 0.0135, Reconstruction Loss: 0.0135
2025-09-19 12:04:10,517 - Trainer_Run_0 - INFO - Epoch 179/200 - Total Loss: 0.0136, Reconstruction Loss: 0.0136
2025-09-19 12:04:10,527 - Trainer_Run_0 - INFO - Epoch 180/200 - Total Loss: 0.0134, Reconstruction Loss: 0.0134
2025-09-19 12:04:10,537 - Trainer_Run_0 - INFO - Epoch 181/200 - Total Loss: 0.0133, Reconstruction Loss: 0.0133
2025-09-19 12:04:10,546 - Trainer_Run_0 - INFO - Epoch 182/200 - Total Loss: 0.0137, Reconstruction Loss: 0.0137
2025-09-19 12:04:10,556 - Trainer_Run_0 - INFO - Epoch 183/200 - Total Loss: 0.0138, Reconstruction Loss: 0.0138
2025-09-19 12:04:10,566 - Trainer_Run_0 - INFO - Epoch 184/200 - Total Loss: 0.0139, Reconstruction Loss: 0.0139
2025-09-19 12:04:10,575 - Trainer_Run_0 - INFO - Epoch 185/200 - Total Loss: 0.0136, Reconstruction Loss: 0.0136
2025-09-19 12:04:10,585 - Trainer_Run_0 - INFO - Epoch 186/200 - Total Loss: 0.0135, Reconstruction Loss: 0.0135
2025-09-19 12:04:10,595 - Trainer_Run_0 - INFO - Epoch 187/200 - Total Loss: 0.0135, Reconstruction Loss: 0.0135
2025-09-19 12:04:10,605 - Trainer_Run_0 - INFO - Epoch 188/200 - Total Loss: 0.0135, Reconstruction Loss: 0.0135
2025-09-19 12:04:10,614 - Trainer_Run_0 - INFO - Epoch 189/200 - Total Loss: 0.0134, Reconstruction Loss: 0.0134
2025-09-19 12:04:10,624 - Trainer_Run_0 - INFO - Epoch 190/200 - Total Loss: 0.0132, Reconstruction Loss: 0.0132
2025-09-19 12:04:10,634 - Trainer_Run_0 - INFO - Epoch 191/200 - Total Loss: 0.0135, Reconstruction Loss: 0.0135
2025-09-19 12:04:10,643 - Trainer_Run_0 - INFO - Epoch 192/200 - Total Loss: 0.0137, Reconstruction Loss: 0.0137
2025-09-19 12:04:10,653 - Trainer_Run_0 - INFO - Epoch 193/200 - Total Loss: 0.0135, Reconstruction Loss: 0.0135
2025-09-19 12:04:10,662 - Trainer_Run_0 - INFO - Epoch 194/200 - Total Loss: 0.0137, Reconstruction Loss: 0.0137
