2025-09-19 11:06:33,939 - Trainer_Run_0 - INFO - Starting run 1
2025-09-19 11:06:33,939 - Trainer_Run_0 - INFO - Using device: cuda:0
2025-09-19 11:06:33,939 - Trainer_Run_0 - INFO - K neighbors for KNN: 5
2025-09-19 11:06:33,940 - Trainer_Run_0 - INFO - Loaded .mat file: ./data_preprocess/data/pima.mat
2025-09-19 11:06:35,033 - Trainer_Run_0 - INFO - Epoch 11/200 - Total Loss: 0.0423, Reconstruction Loss: 0.0423
2025-09-19 11:06:35,037 - Trainer_Run_0 - INFO - Epoch 12/200 - Total Loss: 0.0446, Reconstruction Loss: 0.0446
2025-09-19 11:06:35,041 - Trainer_Run_0 - INFO - Epoch 13/200 - Total Loss: 0.0429, Reconstruction Loss: 0.0429
2025-09-19 11:06:35,044 - Trainer_Run_0 - INFO - Epoch 14/200 - Total Loss: 0.0419, Reconstruction Loss: 0.0419
2025-09-19 11:06:35,048 - Trainer_Run_0 - INFO - Epoch 15/200 - Total Loss: 0.0398, Reconstruction Loss: 0.0398
2025-09-19 11:06:35,052 - Trainer_Run_0 - INFO - Epoch 16/200 - Total Loss: 0.0401, Reconstruction Loss: 0.0401
2025-09-19 11:06:35,056 - Trainer_Run_0 - INFO - Epoch 17/200 - Total Loss: 0.0392, Reconstruction Loss: 0.0392
2025-09-19 11:06:35,059 - Trainer_Run_0 - INFO - Epoch 18/200 - Total Loss: 0.0355, Reconstruction Loss: 0.0355
2025-09-19 11:06:35,063 - Trainer_Run_0 - INFO - Epoch 19/200 - Total Loss: 0.0357, Reconstruction Loss: 0.0357
2025-09-19 11:06:35,067 - Trainer_Run_0 - INFO - Epoch 20/200 - Total Loss: 0.0368, Reconstruction Loss: 0.0368
2025-09-19 11:06:35,070 - Trainer_Run_0 - INFO - Epoch 21/200 - Total Loss: 0.0308, Reconstruction Loss: 0.0308
2025-09-19 11:06:35,074 - Trainer_Run_0 - INFO - Epoch 22/200 - Total Loss: 0.0327, Reconstruction Loss: 0.0327
2025-09-19 11:06:35,078 - Trainer_Run_0 - INFO - Epoch 23/200 - Total Loss: 0.0295, Reconstruction Loss: 0.0295
2025-09-19 11:06:35,082 - Trainer_Run_0 - INFO - Epoch 24/200 - Total Loss: 0.0290, Reconstruction Loss: 0.0290
2025-09-19 11:06:35,085 - Trainer_Run_0 - INFO - Epoch 25/200 - Total Loss: 0.0258, Reconstruction Loss: 0.0258
2025-09-19 11:06:35,089 - Trainer_Run_0 - INFO - Epoch 26/200 - Total Loss: 0.0246, Reconstruction Loss: 0.0246
2025-09-19 11:06:35,093 - Trainer_Run_0 - INFO - Epoch 27/200 - Total Loss: 0.0241, Reconstruction Loss: 0.0241
2025-09-19 11:06:35,097 - Trainer_Run_0 - INFO - Epoch 28/200 - Total Loss: 0.0234, Reconstruction Loss: 0.0234
2025-09-19 11:06:35,100 - Trainer_Run_0 - INFO - Epoch 29/200 - Total Loss: 0.0268, Reconstruction Loss: 0.0268
2025-09-19 11:06:35,104 - Trainer_Run_0 - INFO - Epoch 30/200 - Total Loss: 0.0197, Reconstruction Loss: 0.0197
2025-09-19 11:06:35,108 - Trainer_Run_0 - INFO - Epoch 31/200 - Total Loss: 0.0213, Reconstruction Loss: 0.0213
2025-09-19 11:06:35,112 - Trainer_Run_0 - INFO - Epoch 32/200 - Total Loss: 0.0219, Reconstruction Loss: 0.0219
2025-09-19 11:06:35,115 - Trainer_Run_0 - INFO - Epoch 33/200 - Total Loss: 0.0206, Reconstruction Loss: 0.0206
2025-09-19 11:06:35,119 - Trainer_Run_0 - INFO - Epoch 34/200 - Total Loss: 0.0203, Reconstruction Loss: 0.0203
2025-09-19 11:06:35,123 - Trainer_Run_0 - INFO - Epoch 35/200 - Total Loss: 0.0216, Reconstruction Loss: 0.0216
2025-09-19 11:06:35,127 - Trainer_Run_0 - INFO - Epoch 36/200 - Total Loss: 0.0226, Reconstruction Loss: 0.0226
2025-09-19 11:06:35,130 - Trainer_Run_0 - INFO - Epoch 37/200 - Total Loss: 0.0204, Reconstruction Loss: 0.0204
2025-09-19 11:06:35,134 - Trainer_Run_0 - INFO - Epoch 38/200 - Total Loss: 0.0197, Reconstruction Loss: 0.0197
2025-09-19 11:06:35,138 - Trainer_Run_0 - INFO - Epoch 39/200 - Total Loss: 0.0228, Reconstruction Loss: 0.0228
2025-09-19 11:06:35,142 - Trainer_Run_0 - INFO - Epoch 40/200 - Total Loss: 0.0202, Reconstruction Loss: 0.0202
2025-09-19 11:06:35,145 - Trainer_Run_0 - INFO - Epoch 41/200 - Total Loss: 0.0198, Reconstruction Loss: 0.0198
2025-09-19 11:06:35,149 - Trainer_Run_0 - INFO - Epoch 42/200 - Total Loss: 0.0191, Reconstruction Loss: 0.0191
2025-09-19 11:06:35,153 - Trainer_Run_0 - INFO - Epoch 43/200 - Total Loss: 0.0203, Reconstruction Loss: 0.0203
2025-09-19 11:06:35,157 - Trainer_Run_0 - INFO - Epoch 44/200 - Total Loss: 0.0194, Reconstruction Loss: 0.0194
2025-09-19 11:06:35,160 - Trainer_Run_0 - INFO - Epoch 45/200 - Total Loss: 0.0188, Reconstruction Loss: 0.0188
2025-09-19 11:06:35,164 - Trainer_Run_0 - INFO - Epoch 46/200 - Total Loss: 0.0188, Reconstruction Loss: 0.0188
2025-09-19 11:06:35,168 - Trainer_Run_0 - INFO - Epoch 47/200 - Total Loss: 0.0182, Reconstruction Loss: 0.0182
2025-09-19 11:06:35,172 - Trainer_Run_0 - INFO - Epoch 48/200 - Total Loss: 0.0194, Reconstruction Loss: 0.0194
2025-09-19 11:06:35,175 - Trainer_Run_0 - INFO - Epoch 49/200 - Total Loss: 0.0180, Reconstruction Loss: 0.0180
2025-09-19 11:06:35,179 - Trainer_Run_0 - INFO - Epoch 50/200 - Total Loss: 0.0179, Reconstruction Loss: 0.0179
2025-09-19 11:06:35,183 - Trainer_Run_0 - INFO - Epoch 51/200 - Total Loss: 0.0206, Reconstruction Loss: 0.0206
2025-09-19 11:06:35,187 - Trainer_Run_0 - INFO - Epoch 52/200 - Total Loss: 0.0187, Reconstruction Loss: 0.0187
2025-09-19 11:06:35,190 - Trainer_Run_0 - INFO - Epoch 53/200 - Total Loss: 0.0179, Reconstruction Loss: 0.0179
2025-09-19 11:06:35,194 - Trainer_Run_0 - INFO - Epoch 54/200 - Total Loss: 0.0175, Reconstruction Loss: 0.0175
2025-09-19 11:06:35,198 - Trainer_Run_0 - INFO - Epoch 55/200 - Total Loss: 0.0170, Reconstruction Loss: 0.0170
2025-09-19 11:06:35,202 - Trainer_Run_0 - INFO - Epoch 56/200 - Total Loss: 0.0166, Reconstruction Loss: 0.0166
2025-09-19 11:06:35,205 - Trainer_Run_0 - INFO - Epoch 57/200 - Total Loss: 0.0187, Reconstruction Loss: 0.0187
2025-09-19 11:06:35,209 - Trainer_Run_0 - INFO - Epoch 58/200 - Total Loss: 0.0162, Reconstruction Loss: 0.0162
2025-09-19 11:06:35,213 - Trainer_Run_0 - INFO - Epoch 59/200 - Total Loss: 0.0162, Reconstruction Loss: 0.0162
2025-09-19 11:06:35,217 - Trainer_Run_0 - INFO - Epoch 60/200 - Total Loss: 0.0155, Reconstruction Loss: 0.0155
2025-09-19 11:06:35,220 - Trainer_Run_0 - INFO - Epoch 61/200 - Total Loss: 0.0170, Reconstruction Loss: 0.0170
2025-09-19 11:06:35,224 - Trainer_Run_0 - INFO - Epoch 62/200 - Total Loss: 0.0192, Reconstruction Loss: 0.0192
2025-09-19 11:06:35,228 - Trainer_Run_0 - INFO - Epoch 63/200 - Total Loss: 0.0170, Reconstruction Loss: 0.0170
2025-09-19 11:06:35,232 - Trainer_Run_0 - INFO - Epoch 64/200 - Total Loss: 0.0167, Reconstruction Loss: 0.0167
2025-09-19 11:06:35,236 - Trainer_Run_0 - INFO - Epoch 65/200 - Total Loss: 0.0185, Reconstruction Loss: 0.0185
2025-09-19 11:06:35,239 - Trainer_Run_0 - INFO - Epoch 66/200 - Total Loss: 0.0171, Reconstruction Loss: 0.0171
2025-09-19 11:06:35,243 - Trainer_Run_0 - INFO - Epoch 67/200 - Total Loss: 0.0171, Reconstruction Loss: 0.0171
2025-09-19 11:06:35,247 - Trainer_Run_0 - INFO - Epoch 68/200 - Total Loss: 0.0151, Reconstruction Loss: 0.0151
2025-09-19 11:06:35,251 - Trainer_Run_0 - INFO - Epoch 69/200 - Total Loss: 0.0169, Reconstruction Loss: 0.0169
2025-09-19 11:06:35,254 - Trainer_Run_0 - INFO - Epoch 70/200 - Total Loss: 0.0157, Reconstruction Loss: 0.0157
2025-09-19 11:06:35,258 - Trainer_Run_0 - INFO - Epoch 71/200 - Total Loss: 0.0153, Reconstruction Loss: 0.0153
2025-09-19 11:06:35,262 - Trainer_Run_0 - INFO - Epoch 72/200 - Total Loss: 0.0178, Reconstruction Loss: 0.0178
2025-09-19 11:06:35,266 - Trainer_Run_0 - INFO - Epoch 73/200 - Total Loss: 0.0163, Reconstruction Loss: 0.0163
2025-09-19 11:06:35,269 - Trainer_Run_0 - INFO - Epoch 74/200 - Total Loss: 0.0156, Reconstruction Loss: 0.0156
2025-09-19 11:06:35,273 - Trainer_Run_0 - INFO - Epoch 75/200 - Total Loss: 0.0159, Reconstruction Loss: 0.0159
2025-09-19 11:06:35,277 - Trainer_Run_0 - INFO - Epoch 76/200 - Total Loss: 0.0152, Reconstruction Loss: 0.0152
2025-09-19 11:06:35,281 - Trainer_Run_0 - INFO - Epoch 77/200 - Total Loss: 0.0151, Reconstruction Loss: 0.0151
2025-09-19 11:06:35,285 - Trainer_Run_0 - INFO - Epoch 78/200 - Total Loss: 0.0155, Reconstruction Loss: 0.0155
2025-09-19 11:06:35,288 - Trainer_Run_0 - INFO - Epoch 79/200 - Total Loss: 0.0164, Reconstruction Loss: 0.0164
2025-09-19 11:06:35,292 - Trainer_Run_0 - INFO - Epoch 80/200 - Total Loss: 0.0164, Reconstruction Loss: 0.0164
2025-09-19 11:06:35,296 - Trainer_Run_0 - INFO - Epoch 81/200 - Total Loss: 0.0166, Reconstruction Loss: 0.0166
2025-09-19 11:06:35,300 - Trainer_Run_0 - INFO - Epoch 82/200 - Total Loss: 0.0157, Reconstruction Loss: 0.0157
2025-09-19 11:06:35,303 - Trainer_Run_0 - INFO - Epoch 83/200 - Total Loss: 0.0144, Reconstruction Loss: 0.0144
2025-09-19 11:06:35,307 - Trainer_Run_0 - INFO - Epoch 84/200 - Total Loss: 0.0152, Reconstruction Loss: 0.0152
2025-09-19 11:06:35,311 - Trainer_Run_0 - INFO - Epoch 85/200 - Total Loss: 0.0164, Reconstruction Loss: 0.0164
2025-09-19 11:06:35,315 - Trainer_Run_0 - INFO - Epoch 86/200 - Total Loss: 0.0146, Reconstruction Loss: 0.0146
2025-09-19 11:06:35,318 - Trainer_Run_0 - INFO - Epoch 87/200 - Total Loss: 0.0170, Reconstruction Loss: 0.0170
2025-09-19 11:06:35,322 - Trainer_Run_0 - INFO - Epoch 88/200 - Total Loss: 0.0142, Reconstruction Loss: 0.0142
2025-09-19 11:06:35,326 - Trainer_Run_0 - INFO - Epoch 89/200 - Total Loss: 0.0157, Reconstruction Loss: 0.0157
2025-09-19 11:06:35,330 - Trainer_Run_0 - INFO - Epoch 90/200 - Total Loss: 0.0154, Reconstruction Loss: 0.0154
2025-09-19 11:06:35,333 - Trainer_Run_0 - INFO - Epoch 91/200 - Total Loss: 0.0144, Reconstruction Loss: 0.0144
2025-09-19 11:06:35,337 - Trainer_Run_0 - INFO - Epoch 92/200 - Total Loss: 0.0152, Reconstruction Loss: 0.0152
2025-09-19 11:06:35,341 - Trainer_Run_0 - INFO - Epoch 93/200 - Total Loss: 0.0156, Reconstruction Loss: 0.0156
2025-09-19 11:06:35,345 - Trainer_Run_0 - INFO - Epoch 94/200 - Total Loss: 0.0141, Reconstruction Loss: 0.0141
2025-09-19 11:06:35,348 - Trainer_Run_0 - INFO - Epoch 95/200 - Total Loss: 0.0143, Reconstruction Loss: 0.0143
2025-09-19 11:06:35,352 - Trainer_Run_0 - INFO - Epoch 96/200 - Total Loss: 0.0147, Reconstruction Loss: 0.0147
2025-09-19 11:06:35,356 - Trainer_Run_0 - INFO - Epoch 97/200 - Total Loss: 0.0139, Reconstruction Loss: 0.0139
2025-09-19 11:06:35,360 - Trainer_Run_0 - INFO - Epoch 98/200 - Total Loss: 0.0145, Reconstruction Loss: 0.0145
2025-09-19 11:06:35,363 - Trainer_Run_0 - INFO - Epoch 99/200 - Total Loss: 0.0159, Reconstruction Loss: 0.0159
2025-09-19 11:06:35,367 - Trainer_Run_0 - INFO - Epoch 100/200 - Total Loss: 0.0156, Reconstruction Loss: 0.0156
2025-09-19 11:06:35,371 - Trainer_Run_0 - INFO - Epoch 101/200 - Total Loss: 0.0140, Reconstruction Loss: 0.0140
2025-09-19 11:06:35,375 - Trainer_Run_0 - INFO - Epoch 102/200 - Total Loss: 0.0142, Reconstruction Loss: 0.0142
2025-09-19 11:06:35,378 - Trainer_Run_0 - INFO - Epoch 103/200 - Total Loss: 0.0147, Reconstruction Loss: 0.0147
2025-09-19 11:06:35,382 - Trainer_Run_0 - INFO - Epoch 104/200 - Total Loss: 0.0146, Reconstruction Loss: 0.0146
2025-09-19 11:06:35,386 - Trainer_Run_0 - INFO - Epoch 105/200 - Total Loss: 0.0156, Reconstruction Loss: 0.0156
2025-09-19 11:06:35,390 - Trainer_Run_0 - INFO - Epoch 106/200 - Total Loss: 0.0146, Reconstruction Loss: 0.0146
2025-09-19 11:06:35,394 - Trainer_Run_0 - INFO - Epoch 107/200 - Total Loss: 0.0137, Reconstruction Loss: 0.0137
2025-09-19 11:06:35,397 - Trainer_Run_0 - INFO - Epoch 108/200 - Total Loss: 0.0142, Reconstruction Loss: 0.0142
2025-09-19 11:06:35,401 - Trainer_Run_0 - INFO - Epoch 109/200 - Total Loss: 0.0140, Reconstruction Loss: 0.0140
2025-09-19 11:06:35,405 - Trainer_Run_0 - INFO - Epoch 110/200 - Total Loss: 0.0147, Reconstruction Loss: 0.0147
2025-09-19 11:06:35,409 - Trainer_Run_0 - INFO - Epoch 111/200 - Total Loss: 0.0133, Reconstruction Loss: 0.0133
2025-09-19 11:06:35,412 - Trainer_Run_0 - INFO - Epoch 112/200 - Total Loss: 0.0154, Reconstruction Loss: 0.0154
2025-09-19 11:06:35,416 - Trainer_Run_0 - INFO - Epoch 113/200 - Total Loss: 0.0145, Reconstruction Loss: 0.0145
2025-09-19 11:06:35,420 - Trainer_Run_0 - INFO - Epoch 114/200 - Total Loss: 0.0155, Reconstruction Loss: 0.0155
2025-09-19 11:06:35,424 - Trainer_Run_0 - INFO - Epoch 115/200 - Total Loss: 0.0144, Reconstruction Loss: 0.0144
2025-09-19 11:06:35,427 - Trainer_Run_0 - INFO - Epoch 116/200 - Total Loss: 0.0147, Reconstruction Loss: 0.0147
2025-09-19 11:06:35,431 - Trainer_Run_0 - INFO - Epoch 117/200 - Total Loss: 0.0148, Reconstruction Loss: 0.0148
2025-09-19 11:06:35,435 - Trainer_Run_0 - INFO - Epoch 118/200 - Total Loss: 0.0148, Reconstruction Loss: 0.0148
2025-09-19 11:06:35,439 - Trainer_Run_0 - INFO - Epoch 119/200 - Total Loss: 0.0134, Reconstruction Loss: 0.0134
2025-09-19 11:06:35,442 - Trainer_Run_0 - INFO - Epoch 120/200 - Total Loss: 0.0143, Reconstruction Loss: 0.0143
2025-09-19 11:06:35,446 - Trainer_Run_0 - INFO - Epoch 121/200 - Total Loss: 0.0128, Reconstruction Loss: 0.0128
2025-09-19 11:06:35,450 - Trainer_Run_0 - INFO - Epoch 122/200 - Total Loss: 0.0154, Reconstruction Loss: 0.0154
2025-09-19 11:06:35,454 - Trainer_Run_0 - INFO - Epoch 123/200 - Total Loss: 0.0153, Reconstruction Loss: 0.0153
2025-09-19 11:06:35,457 - Trainer_Run_0 - INFO - Epoch 124/200 - Total Loss: 0.0137, Reconstruction Loss: 0.0137
2025-09-19 11:06:35,461 - Trainer_Run_0 - INFO - Epoch 125/200 - Total Loss: 0.0134, Reconstruction Loss: 0.0134
2025-09-19 11:06:35,466 - Trainer_Run_0 - INFO - Epoch 126/200 - Total Loss: 0.0152, Reconstruction Loss: 0.0152
2025-09-19 11:06:35,470 - Trainer_Run_0 - INFO - Epoch 127/200 - Total Loss: 0.0140, Reconstruction Loss: 0.0140
2025-09-19 11:06:35,474 - Trainer_Run_0 - INFO - Epoch 128/200 - Total Loss: 0.0140, Reconstruction Loss: 0.0140
2025-09-19 11:06:35,478 - Trainer_Run_0 - INFO - Epoch 129/200 - Total Loss: 0.0141, Reconstruction Loss: 0.0141
2025-09-19 11:06:35,482 - Trainer_Run_0 - INFO - Epoch 130/200 - Total Loss: 0.0137, Reconstruction Loss: 0.0137
2025-09-19 11:06:35,486 - Trainer_Run_0 - INFO - Epoch 131/200 - Total Loss: 0.0134, Reconstruction Loss: 0.0134
2025-09-19 11:06:35,489 - Trainer_Run_0 - INFO - Epoch 132/200 - Total Loss: 0.0139, Reconstruction Loss: 0.0139
2025-09-19 11:06:35,493 - Trainer_Run_0 - INFO - Epoch 133/200 - Total Loss: 0.0138, Reconstruction Loss: 0.0138
2025-09-19 11:06:35,497 - Trainer_Run_0 - INFO - Epoch 134/200 - Total Loss: 0.0147, Reconstruction Loss: 0.0147
2025-09-19 11:06:35,501 - Trainer_Run_0 - INFO - Epoch 135/200 - Total Loss: 0.0138, Reconstruction Loss: 0.0138
2025-09-19 11:06:35,504 - Trainer_Run_0 - INFO - Epoch 136/200 - Total Loss: 0.0145, Reconstruction Loss: 0.0145
2025-09-19 11:06:35,508 - Trainer_Run_0 - INFO - Epoch 137/200 - Total Loss: 0.0146, Reconstruction Loss: 0.0146
2025-09-19 11:06:35,512 - Trainer_Run_0 - INFO - Epoch 138/200 - Total Loss: 0.0156, Reconstruction Loss: 0.0156
2025-09-19 11:06:35,516 - Trainer_Run_0 - INFO - Epoch 139/200 - Total Loss: 0.0129, Reconstruction Loss: 0.0129
2025-09-19 11:06:35,519 - Trainer_Run_0 - INFO - Epoch 140/200 - Total Loss: 0.0145, Reconstruction Loss: 0.0145
2025-09-19 11:06:35,523 - Trainer_Run_0 - INFO - Epoch 141/200 - Total Loss: 0.0141, Reconstruction Loss: 0.0141
2025-09-19 11:06:35,527 - Trainer_Run_0 - INFO - Epoch 142/200 - Total Loss: 0.0137, Reconstruction Loss: 0.0137
2025-09-19 11:06:35,531 - Trainer_Run_0 - INFO - Epoch 143/200 - Total Loss: 0.0135, Reconstruction Loss: 0.0135
2025-09-19 11:06:35,534 - Trainer_Run_0 - INFO - Epoch 144/200 - Total Loss: 0.0147, Reconstruction Loss: 0.0147
2025-09-19 11:06:35,538 - Trainer_Run_0 - INFO - Epoch 145/200 - Total Loss: 0.0133, Reconstruction Loss: 0.0133
2025-09-19 11:06:35,542 - Trainer_Run_0 - INFO - Epoch 146/200 - Total Loss: 0.0141, Reconstruction Loss: 0.0141
2025-09-19 11:06:35,546 - Trainer_Run_0 - INFO - Epoch 147/200 - Total Loss: 0.0147, Reconstruction Loss: 0.0147
2025-09-19 11:06:35,549 - Trainer_Run_0 - INFO - Epoch 148/200 - Total Loss: 0.0142, Reconstruction Loss: 0.0142
2025-09-19 11:06:35,553 - Trainer_Run_0 - INFO - Epoch 149/200 - Total Loss: 0.0138, Reconstruction Loss: 0.0138
2025-09-19 11:06:35,557 - Trainer_Run_0 - INFO - Epoch 150/200 - Total Loss: 0.0123, Reconstruction Loss: 0.0123
2025-09-19 11:06:35,561 - Trainer_Run_0 - INFO - Epoch 151/200 - Total Loss: 0.0155, Reconstruction Loss: 0.0155
2025-09-19 11:06:35,564 - Trainer_Run_0 - INFO - Epoch 152/200 - Total Loss: 0.0149, Reconstruction Loss: 0.0149
2025-09-19 11:06:35,568 - Trainer_Run_0 - INFO - Epoch 153/200 - Total Loss: 0.0141, Reconstruction Loss: 0.0141
2025-09-19 11:06:35,572 - Trainer_Run_0 - INFO - Epoch 154/200 - Total Loss: 0.0132, Reconstruction Loss: 0.0132
2025-09-19 11:06:35,576 - Trainer_Run_0 - INFO - Epoch 155/200 - Total Loss: 0.0134, Reconstruction Loss: 0.0134
2025-09-19 11:06:35,579 - Trainer_Run_0 - INFO - Epoch 156/200 - Total Loss: 0.0140, Reconstruction Loss: 0.0140
2025-09-19 11:06:35,583 - Trainer_Run_0 - INFO - Epoch 157/200 - Total Loss: 0.0133, Reconstruction Loss: 0.0133
2025-09-19 11:06:35,587 - Trainer_Run_0 - INFO - Epoch 158/200 - Total Loss: 0.0145, Reconstruction Loss: 0.0145
2025-09-19 11:06:35,591 - Trainer_Run_0 - INFO - Epoch 159/200 - Total Loss: 0.0138, Reconstruction Loss: 0.0138
2025-09-19 11:06:35,594 - Trainer_Run_0 - INFO - Epoch 160/200 - Total Loss: 0.0140, Reconstruction Loss: 0.0140
2025-09-19 11:06:35,598 - Trainer_Run_0 - INFO - Epoch 161/200 - Total Loss: 0.0145, Reconstruction Loss: 0.0145
2025-09-19 11:06:35,602 - Trainer_Run_0 - INFO - Epoch 162/200 - Total Loss: 0.0137, Reconstruction Loss: 0.0137
2025-09-19 11:06:35,606 - Trainer_Run_0 - INFO - Epoch 163/200 - Total Loss: 0.0143, Reconstruction Loss: 0.0143
2025-09-19 11:06:35,609 - Trainer_Run_0 - INFO - Epoch 164/200 - Total Loss: 0.0133, Reconstruction Loss: 0.0133
2025-09-19 11:06:35,613 - Trainer_Run_0 - INFO - Epoch 165/200 - Total Loss: 0.0143, Reconstruction Loss: 0.0143
2025-09-19 11:06:35,617 - Trainer_Run_0 - INFO - Epoch 166/200 - Total Loss: 0.0131, Reconstruction Loss: 0.0131
2025-09-19 11:06:35,621 - Trainer_Run_0 - INFO - Epoch 167/200 - Total Loss: 0.0128, Reconstruction Loss: 0.0128
2025-09-19 11:06:35,624 - Trainer_Run_0 - INFO - Epoch 168/200 - Total Loss: 0.0127, Reconstruction Loss: 0.0127
2025-09-19 11:06:35,628 - Trainer_Run_0 - INFO - Epoch 169/200 - Total Loss: 0.0150, Reconstruction Loss: 0.0150
2025-09-19 11:06:35,632 - Trainer_Run_0 - INFO - Epoch 170/200 - Total Loss: 0.0123, Reconstruction Loss: 0.0123
2025-09-19 11:06:35,636 - Trainer_Run_0 - INFO - Epoch 171/200 - Total Loss: 0.0139, Reconstruction Loss: 0.0139
2025-09-19 11:06:35,640 - Trainer_Run_0 - INFO - Epoch 172/200 - Total Loss: 0.0128, Reconstruction Loss: 0.0128
2025-09-19 11:06:35,643 - Trainer_Run_0 - INFO - Epoch 173/200 - Total Loss: 0.0139, Reconstruction Loss: 0.0139
2025-09-19 11:06:35,647 - Trainer_Run_0 - INFO - Epoch 174/200 - Total Loss: 0.0151, Reconstruction Loss: 0.0151
2025-09-19 11:06:35,651 - Trainer_Run_0 - INFO - Epoch 175/200 - Total Loss: 0.0140, Reconstruction Loss: 0.0140
2025-09-19 11:06:35,737 - Trainer_Run_0 - INFO - Epoch 176/200 - Total Loss: 0.0149, Reconstruction Loss: 0.0149
2025-09-19 11:06:35,741 - Trainer_Run_0 - INFO - Epoch 177/200 - Total Loss: 0.0130, Reconstruction Loss: 0.0130
2025-09-19 11:06:35,745 - Trainer_Run_0 - INFO - Epoch 178/200 - Total Loss: 0.0137, Reconstruction Loss: 0.0137
2025-09-19 11:06:35,749 - Trainer_Run_0 - INFO - Epoch 179/200 - Total Loss: 0.0140, Reconstruction Loss: 0.0140
2025-09-19 11:06:35,752 - Trainer_Run_0 - INFO - Epoch 180/200 - Total Loss: 0.0146, Reconstruction Loss: 0.0146
2025-09-19 11:06:35,756 - Trainer_Run_0 - INFO - Epoch 181/200 - Total Loss: 0.0143, Reconstruction Loss: 0.0143
2025-09-19 11:06:35,760 - Trainer_Run_0 - INFO - Epoch 182/200 - Total Loss: 0.0126, Reconstruction Loss: 0.0126
2025-09-19 11:06:35,764 - Trainer_Run_0 - INFO - Epoch 183/200 - Total Loss: 0.0122, Reconstruction Loss: 0.0122
2025-09-19 11:06:35,768 - Trainer_Run_0 - INFO - Epoch 184/200 - Total Loss: 0.0132, Reconstruction Loss: 0.0132
2025-09-19 11:06:35,771 - Trainer_Run_0 - INFO - Epoch 185/200 - Total Loss: 0.0144, Reconstruction Loss: 0.0144
2025-09-19 11:06:35,775 - Trainer_Run_0 - INFO - Epoch 186/200 - Total Loss: 0.0141, Reconstruction Loss: 0.0141
2025-09-19 11:06:35,779 - Trainer_Run_0 - INFO - Epoch 187/200 - Total Loss: 0.0145, Reconstruction Loss: 0.0145
2025-09-19 11:06:35,783 - Trainer_Run_0 - INFO - Epoch 188/200 - Total Loss: 0.0124, Reconstruction Loss: 0.0124
2025-09-19 11:06:35,786 - Trainer_Run_0 - INFO - Epoch 189/200 - Total Loss: 0.0125, Reconstruction Loss: 0.0125
2025-09-19 11:06:35,790 - Trainer_Run_0 - INFO - Epoch 190/200 - Total Loss: 0.0139, Reconstruction Loss: 0.0139
2025-09-19 11:06:35,794 - Trainer_Run_0 - INFO - Epoch 191/200 - Total Loss: 0.0151, Reconstruction Loss: 0.0151
2025-09-19 11:06:35,798 - Trainer_Run_0 - INFO - Epoch 192/200 - Total Loss: 0.0129, Reconstruction Loss: 0.0129
2025-09-19 11:06:35,801 - Trainer_Run_0 - INFO - Epoch 193/200 - Total Loss: 0.0140, Reconstruction Loss: 0.0140
2025-09-19 11:06:35,805 - Trainer_Run_0 - INFO - Epoch 194/200 - Total Loss: 0.0136, Reconstruction Loss: 0.0136
